symboling,normalized_losses,wheel_base,length,width,height,curb_weight,engine_size,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price
0.07974415364674847,210.2569663922639,107.25736849758985,195.3187201566601,70.79519178305165,55.570962282349974,3147.1621280112586,156.40702115622557,3.088837644694584,3.900336378310453,10.608815480603385,126.36179709814469,5529.811648849001,22.28934439472742,27.739566576187183,24721.748937990385
1.5721077887431525,146.7942479222865,102.91884441699065,178.8996927572021,67.5695579308479,54.96835744600655,3001.9154569646366,187.11471515845113,3.5934986487222735,4.181171451422696,12.751428933520968,127.30407515794685,4240.357612355682,26.613580303427536,33.4386823314211,18363.427767300673
-0.670144646723477,101.04942465102808,102.57169698225339,187.5473994111292,66.80712931383097,56.6558400274686,3420.127255252627,235.75339694664444,3.933575540176637,3.2395641560804602,6.588171859903279,177.70746625380792,4495.141982453427,16.839879840404546,22.958030954502487,33666.93061361163
0.8041257753137572,121.97011553888845,103.72392273785229,173.85927708789356,66.80050116432948,53.75282433603542,2382.8055716401736,118.73060893300409,3.3549750874932385,3.148501382624782,9.301136498617515,90.21955284052446,4689.524978166516,26.300020319011416,30.547089463439146,12577.43437151728
0.5126064597140498,105.41466742483968,97.8621085257805,172.44339964718563,64.36230623595128,56.80732449968796,2398.324928953478,83.46546860833352,3.144485685519716,3.449893916857523,9.983595977821095,63.92241781837472,4707.204733971279,27.054237295000526,31.572784250066,4179.865227804568
0.020984826615395136,84.81393437983705,102.15914429288509,172.98328031020125,65.02677615731511,55.539253141874156,2707.974703396971,127.39141017313592,3.4389937790507736,3.3370688681388385,13.221992840914991,90.12060729489613,4702.893966909187,30.54246990721864,32.12008539398403,10355.638380966238
0.614968918076114,88.36000066963265,92.19318360109084,175.97771712575224,65.0994818470662,52.61773186643617,2642.70605180229,154.67100271523068,3.78755792468137,2.838374522200886,5.826239457391624,144.6455753525835,5284.957248317296,17.450541750575585,24.084730191398634,14448.696110320832
1.2595118105165364,179.9189083535929,96.33893510148378,173.45407277728626,65.01956275967754,53.2400083853556,2901.793986638475,150.14797752893162,3.5843753601220354,2.52803656460194,9.217336958124244,129.95090538712194,4943.0996615891645,18.591486493200506,23.445102840834316,19969.229271671258
1.8942031387777538,111.14020600784237,95.33063527876662,173.69506581584315,65.73652045908176,51.021527042444596,2587.3840480356616,120.04960555298577,3.8641867003098205,3.248771753191565,11.105160103996084,128.73642136018833,5104.592848848618,21.89308212632007,28.525639014278266,9947.589885861333
-0.9027192444040811,66.95006641217648,106.34720077995577,180.60397239521916,70.2887014408291,56.64836614032504,2968.4949571451234,143.10505846036276,3.4585541710079037,3.286758585260389,15.011633110012152,86.48525471581974,4638.344187785719,28.717743354254292,29.820397669035078,23005.37444765992
-0.7638052008753192,49.83330298708134,99.53976427449672,175.0749319081205,63.89072490059047,55.634058116048294,2356.736521630513,100.4796884642789,3.2808171916428406,2.9963549287172433,11.041519214800704,69.86679968037907,5335.417937787873,27.804574261419578,32.993071242218036,7109.965252615933
2.4196746316492437,147.77337624958955,94.20242480952467,168.1835633387524,65.17349997545374,50.21559841511967,2508.4764757572116,129.57593877622978,3.377767446696287,3.213118585553067,6.440185545580578,132.64908251913897,5765.220012257047,19.61500016887925,26.58328182688118,19040.561867103832
-0.9315669086937531,59.9156010695289,100.85240721057397,173.97026902169785,66.39569907478848,55.611767301983086,2644.0952972154723,121.94217032026543,3.447613094076185,2.7718813989694797,8.517802859129716,143.9616617875355,5013.333032777419,22.981910665881866,27.550454175266747,13687.638280205922
2.100310254625251,131.50454446115938,95.25440492243817,162.3482347635756,64.31676691459855,50.8147294651645,2207.1925431743207,100.73034455977549,3.2527116509848963,3.7048534989522794,9.023537217338246,82.78922651582543,5177.922659359661,30.836735676257426,38.66193820823627,5487.288785606904
2.2362794070120966,162.8005422751925,91.76961011361485,166.77800382013183,64.51725739903921,49.186422549665586,2109.801165384413,97.91499812450135,3.189031852708664,3.2389286972738707,6.773042546721559,83.23162752497848,5725.30944186841,21.34697128899249,25.208130058610784,9862.074623314827
-0.7110116330485229,134.44650238148154,98.12003096230912,169.58028091096853,65.02815736631135,53.36558862878015,2120.740745664662,84.63662418387683,3.216197906093053,3.0071447435845196,7.545517539340319,68.91832556835087,5288.224520916779,28.20537304931911,34.61582861632886,2660.665806750658
1.193654960595235,109.15178874799604,94.0434836266226,171.8100609420501,65.13388942296446,52.559457382438325,2557.2702095590726,165.23620381997605,3.3276597806638812,3.177594359715376,5.7691266283761875,150.14085711673934,5070.4233960874035,22.797254534022393,28.705611287404682,17498.26186769484
1.6865407832875805,123.4118556145253,100.36697509830098,179.56587621167225,67.34362881257645,54.433936602888664,2867.4552476943113,143.00124369099467,3.581799877376362,2.982910057215636,7.9086239351308585,126.44619870871787,5692.57353553555,19.81409448556809,28.307800728306812,15486.34017579742
-0.21542972505362712,93.88063062577788,103.34993239826423,187.75888502482485,66.50554590233723,53.707050246869485,2968.819243117434,141.05470207877846,3.596443546798821,3.330024238838092,10.789935084394763,125.93061037934592,5301.473741234894,23.39991633916326,26.453700036221313,15220.023548455903
0.4784149658161434,154.91440571936977,100.5510379233356,179.74749488789374,67.42774950694263,52.85914901866461,3301.520562491333,184.52716035542988,3.331934553009609,3.519587297730242,9.636533052786712,148.56750571767517,4529.637551229106,20.757633921856016,25.491258850626,21934.28096628574
0.6832391488300011,136.04932816483117,95.7436111598348,165.20063022339244,64.14675880490454,53.234302379232574,1928.3613873912373,58.62369537308817,3.1926509931093014,3.0610912635886716,14.396787521312879,43.73187338980669,5233.988860147538,31.999698300623187,37.66124153290649,7906.228053249756
0.5857586256851413,158.85451593382186,101.81590961909326,179.79736898544965,69.0699405969728,52.08584063768793,2861.559955585973,147.6930632347815,3.4885573634736757,3.080785161316969,8.200132735354796,127.40292281542884,5304.970947133603,20.924250509379846,29.022447703382504,16426.147248269943
1.7225183555818475,148.37571720120545,98.34260283450809,177.08687880658977,68.82959217230078,50.184810051967,3242.4121663301116,208.9045155549745,3.5608907229825264,3.5926686952452904,7.18831722825295,192.5857337326305,4877.649537969317,12.49193256522971,19.66221259960852,26224.983315267644
2.6475737937302224,137.6844043624379,94.14473320231882,156.85718809050033,63.85137878713188,54.804115405905165,2219.466408581213,96.58567029391254,3.145526786304317,3.294447041178226,10.33031354381359,58.294516716031794,5042.38491784447,31.19919245361259,34.1818775012314,5124.838699645011
1.5051365034526585,122.62111537424123,95.4822728073583,161.15188224376232,64.57129713812672,51.42464745412117,2162.136633319967,111.7864165893144,3.2689075850366796,3.364539803799213,12.717797361336231,64.65757283683729,4856.33838553326,29.951607267258286,36.62575829388075,6468.192817914691
0.9634755939322384,110.50125542667425,99.46901409920697,181.35077787168538,64.81482403024002,54.65069375338764,2556.6807923751558,136.79340006053476,3.857363745360244,3.1035928590202215,11.890699729287816,101.55290214978818,4347.883861287202,34.27187685216272,41.59935991175009,15185.235793063366
1.9924043942175498,255.6010960398446,98.32885994038963,179.89357939608124,67.45002903469651,50.35141325490986,3049.2083267450657,154.8480151712799,3.431533546926625,2.795990393790641,5.601535194478361,173.7674208013619,5900.215547859303,9.947321129522983,17.001469370697937,22716.623643258077
2.781213698615037,161.2545218589605,94.8387481910923,175.7194813448074,66.39052819959234,53.33745211372097,2564.4048775835804,122.5297417914721,3.3323357913903857,3.097394415801318,7.154762340006914,108.84030999431853,5721.831691459353,18.390397063037604,26.25137782651635,17046.794952948403
-0.6932246776423064,91.07710946512739,103.83352945305992,187.3542985001656,66.11842444662908,58.00880619013533,3077.921337320233,173.78749853176737,3.483913909416539,3.4350044034449985,9.402918287352367,113.30555031090425,4066.1706434134794,24.854739404871406,31.791397724006924,14814.634060386132
-0.5219628877031742,112.89528368865412,103.46907880340494,187.30482946178768,68.46291611255633,54.68122497534305,2897.9881398783214,133.4597407494271,3.513346777869918,2.8656490601189444,8.772094935639663,189.63432632203762,5827.208118362613,13.340649224885,19.996320172178848,20978.054466282374
1.2791530315117052,173.60953136724112,99.6399815976948,175.1721819650089,66.85264528335681,51.12243312462106,2521.7640087344735,113.07990084296907,3.3621813327915153,3.247365388009109,7.325444781480876,109.2337423077996,5981.566632116326,21.923775203382107,25.49824706382591,10054.815500222227
0.156919081343597,98.06590445932531,100.36950775184332,175.51152839796652,68.70484925383434,50.74436347367951,3239.4665949287655,187.5874306148733,3.516961859633366,3.0600390835069287,9.559836948613091,170.38238401294922,5330.125075878826,18.928367500862432,23.69208924387263,25736.940043065966
2.907642827884125,162.7972841161309,90.3631512754941,172.5510802560457,64.44887294819343,49.75501296596193,2457.84587243829,138.02740977803313,3.1981580271125476,3.536148010991042,5.7157518484690115,129.52033310900575,5343.72758665482,22.95662701062888,29.46252539434906,10084.562841213927
0.012280739420456044,87.82704943915607,98.80688622537271,176.37430840757887,66.31546350355384,51.49025954963494,2628.8771628651502,141.92997265422355,3.183669228115696,3.364616970810423,18.472590949070746,94.59730255603397,5317.789390713615,32.39759224368707,36.953018667438826,13443.394507184586
1.44302783747814,153.72242254818048,92.76450987126795,172.17484570040332,64.81856816037029,52.6351934018686,2548.8772620770437,134.82124847973347,3.480090280468146,3.486840155556673,7.051268936827545,133.8536333602888,4967.360330430846,19.002059713034466,25.452927872424972,11445.235752164725
-0.24112279139037873,80.61322727999777,104.31148572145425,177.2736836606659,65.62779866047235,55.387834855177594,2277.279182704729,107.48699348571452,3.264146777133702,3.234649492434757,8.203145550409712,82.85613411820451,4776.3731712998815,30.50104355553051,37.17806805895883,7131.450494447829
-0.9978352497426995,142.6160255298272,106.88800077286118,187.4625976516173,67.91946452078551,57.32585447160605,2915.2062622072767,130.88318251025706,3.427898477494854,3.059953098916079,12.14362210192871,112.95017630646059,5365.265326513979,21.429808779890692,27.121317942528503,15230.719195974945
-1.0882753084006307,183.48994722507655,102.081320324228,178.80821824345975,66.73360420894119,52.70907075979053,2547.151383291315,132.72347605128948,3.034575496467041,3.0441985167057504,6.51817812274534,101.55855587151397,5478.697227253903,24.228758591387923,26.747884817810085,12544.828157067952
-0.19776948606202438,143.0666868164563,109.53189960318147,194.0423561208946,69.370858808956,51.78039675135231,3340.5601306918506,196.9293895435663,3.446968166771671,3.6543937182964967,10.01106118119626,151.50207602809388,4773.843478140169,20.537161301063385,24.726937925398104,22852.468454267742
0.9150254465675642,101.74420458976908,94.51310403872955,170.62194370835562,66.92477562519456,53.65848691296212,2839.5378187296737,174.53503844131896,3.638816393313735,3.2474783214165153,7.092639379015314,141.99855623269514,4700.701027716668,24.131231809662104,31.01378788385589,20903.63893134466
2.8063537127522356,114.87210585813038,98.74960817083317,169.93445155950516,65.9109790118132,53.67905249470748,2381.177201369746,110.66729090058494,3.3670930787266333,3.753965459511781,12.919970028965949,78.43470715590652,4679.018632446826,26.55404241412141,32.90232645402529,9321.749730262749
-0.18583684434032843,95.43073099954898,99.94486517374482,185.9566702561931,66.70190942814615,55.9053561791417,2930.7758014789165,149.65376214325656,3.49566383401857,3.160962692776655,8.718696825124752,134.35093564621846,5126.297939638325,21.675599302306647,27.753118304919962,15909.669089174831
0.5266375167751587,118.17540806834242,94.14534550549284,161.4650061347415,63.53230560883613,53.585621588562404,1970.9311868652712,69.6875684981226,3.0522265122110657,3.018981885808874,10.042935206322129,70.5775431723664,5231.497756934938,33.06778304658468,37.734328047013726,11642.630287080872
1.3893330021631263,111.27504506477318,89.9285706548681,155.8106747610017,62.916458553928344,51.18137064059275,1950.9410865758043,103.95904126027456,3.2166899795063846,3.5670742289484183,10.5721808383783,73.71495121394301,4753.5689635211575,32.443275117381276,36.412200594125885,2403.2390008586153
3.0,175.95542629659525,90.2302876408841,163.24788711908644,66.54255596395527,48.57189016711042,2662.8599217999645,152.50173250880607,3.239634894813524,3.394721447178884,11.388230941945311,144.58671668490737,5785.695216696198,22.377567568195353,30.88810123703357,18352.486791689822
0.5319640953324054,117.24497250881042,104.65629791797856,178.6610058310784,67.6873321031216,54.11730169455016,2498.6779190141865,114.13784028107086,3.225393337989348,3.9309672785183336,11.436174706572885,88.42169933185379,5200.41320620913,29.116499229476112,32.709101996081074,7949.63655420033
1.4752287086673928,158.51635368320672,96.34057063069228,164.29131351848196,63.92928532364501,53.27751726453558,1900.0977232390724,71.93897917246608,3.108386541186391,3.2669156829411494,13.695338398554735,39.27982144943941,4864.658012660287,37.34037181341849,41.81392377500346,1336.5977155338096
2.2846595518261523,128.205630105723,93.71958848365765,165.33740101015243,64.61710726025868,53.056849077960244,2262.0844832195053,101.54178107632356,3.434140220573473,3.716753493367196,10.19757082034002,88.54633392072618,4623.237927020579,32.47634164562276,37.753180500594716,8958.085600954619
0.3792524415394123,103.9971100275099,106.9921592235478,187.35971864381818,66.88994806344927,57.429705982049335,3125.1251711529576,155.2712226265543,3.558101786843701,3.681145527068582,10.194060733011323,109.43832238658608,4480.550451291097,20.628247172104828,22.978183814389162,19996.016560089374
0.6956408743446421,86.95190909628242,96.21886044355645,167.1320313124139,63.995975413102556,54.39235371758763,2198.1868446933954,88.7836601847734,3.110493302859468,2.601317837555505,7.17561203737524,67.94242197541348,5372.680065062829,24.39556270557042,26.656232579927334,7170.332283144205
1.9820882844948624,127.99079798864587,93.13060113508956,166.23996965155874,62.77791361530363,51.628199161638676,2150.9254128863754,109.04964922025988,3.2867434262129707,3.414577284602412,11.235625413515864,76.38104219231712,5569.013962746027,28.292186702596283,33.877128204292575,13732.629651695874
0.1651022473721664,88.02090872174034,102.40716409694654,180.07797770418458,68.36724873003449,56.00102324934155,2655.454075076333,127.50133551265357,3.1988078562473294,3.4653651004611534,14.751098964092808,73.086480781123,4587.584291473432,27.543491097102816,31.122888568702532,11657.130364849803
1.0867368221508062,119.37471853096137,98.12932747461939,169.0107202996703,65.21099927331788,53.58069774183313,2240.8612727313243,137.06734076915956,3.2763492843928748,3.4065419094483764,11.861837632468113,69.57725700645783,4477.252337767097,29.50633973275481,33.28973581813685,15758.583722702924
1.2007257710920491,152.83356044209705,97.6909675621399,170.2023565047839,65.65503120526324,54.33801123354611,2544.890048223898,110.67580464223866,3.2634254634198467,3.1717621117854695,9.712964297493723,98.89925409552005,5228.74541075629,22.958901579217486,27.169130943473057,9951.41001527456
1.4052580943229689,130.78442724078388,96.51722762813657,165.70048918106554,66.70553781039843,51.56015452167448,2437.0496456362616,150.6769623471204,3.3176435795237107,3.200209976745544,7.324727188772586,129.66017765301766,5028.361488769536,25.021370464980556,30.9747182478558,15319.288931620462
-0.3128690975838814,122.57958093634429,98.02387998017633,173.00816256590724,64.76622757776481,52.86051623742109,2995.6256091520145,154.090757894524,3.8036214829954487,2.9912970503200342,15.614724059896506,104.52682681543286,4180.416903154801,28.229855816809305,32.82223701442893,12718.989207943447
2.890797940881697,153.125630711466,87.80414105025162,155.00658304623036,62.203619105652926,49.443526548290926,1505.0755032014893,66.05983211971693,2.980167665920914,3.5625682452825087,16.77149047245092,28.07921427243177,5765.708209906521,35.742393785564886,40.29856403772361,1373.948414435139
-0.21019217330865547,75.4509607861771,100.64937286407492,181.70473299338457,66.00179838794311,56.30711121223833,2889.410569670488,163.57792436834998,3.65114829846442,3.411202248217828,10.691924191563137,131.49242838672782,5295.267054965638,26.673655143858966,33.35916314641415,22252.171029268393
-0.5804743570830978,89.26934260901626,97.57793122957104,163.67486171508065,65.46446637920789,52.6365072713428,2291.125826409853,96.31366273078581,3.005697145672694,3.514991819287042,11.676786676527875,77.10733903243523,5169.3464430395725,29.180193584186867,33.87784495365556,5148.413588568815
1.0236093637141215,146.161097128365,90.81431106981202,163.29122665020202,63.5092610435794,52.43804656731275,1981.75470804576,76.44448598369675,3.1665780560947274,3.0459728213452375,16.416827953689168,76.05586622623157,5422.709798065289,36.784295830546455,41.20648177791945,14015.079502959046
1.0827546881759247,134.67840351487203,103.0327046206989,180.85073597697559,66.68311296976708,55.925395942684425,3326.23431228942,156.81849325780956,3.667092588154531,3.225864147851162,8.80331619440749,154.9584440278365,5301.170638438137,15.054554867140654,18.874034381293654,20005.00329580081
2.2552119333940226,151.42904241853182,95.20255143805687,178.94338139551155,66.67441403918072,52.69698324609983,2747.412511635374,139.90545035233092,3.415015454174748,3.773804725341965,9.528371112765535,136.29414009884465,4681.219153323091,19.69534681179993,28.006166386695366,20580.538616014084
1.970033002214528,121.02221179597068,98.40002684240756,178.72075458121012,65.79875670300697,56.7047057483601,2734.5937721598125,111.42910609811477,3.803231448853465,2.9928289969843753,8.335644672092316,114.11052634371771,4648.538306845992,20.081937482940994,27.364561729584448,9320.66931130179
1.0921812763572065,114.51207642132087,99.30913619040403,191.34241487745524,69.87389287001179,55.1056515310825,3014.0947935115387,156.6768015585546,3.8042693752104055,2.6070894511553737,9.394939865596001,137.91244212084695,4898.956047940192,22.863140530568923,29.451444544599543,16976.282192861134
-0.14782434154912405,93.0882847532705,96.10881985387216,162.51770085105312,64.52009502275001,54.84773572128745,1721.574001139572,52.20366938874099,2.859163052086864,3.8448873985136727,12.894228044005894,20.745638596609922,5224.885003099296,36.29941565323257,40.12508867713288,298.2632119995251
0.20379061463754322,93.25378018724233,99.53723458812796,184.37485361519384,65.88858015741069,54.027242415570086,2492.3222655750174,104.23319187522912,3.4203582908733936,2.97887732637243,8.031136076240594,85.29088977586918,5143.507322571612,22.612225493189207,27.64198709369444,15652.581359635087
3.0,169.86114091515526,92.99250945056293,168.75144981102486,64.88058962601563,49.1302176858302,2318.8062564157653,196.5669767181709,3.231301663205416,3.155718673822173,5.8452928973714995,193.5041181211177,5441.902942029699,21.273333190016764,27.38591000601231,22943.009487415235
-0.17354050550496147,88.07882632522005,90.95824010758027,157.98562471913937,63.489212157792025,51.24023166383638,1817.9426511968359,83.72434347252246,3.3564642612268973,3.1868408845055822,10.642014845874062,50.91309925101798,5221.511637312811,31.77375602296946,39.2400137426633,1536.8283699425665
1.3051373870510394,84.01199426928798,107.42943768814678,187.16361226962448,67.97422335129416,57.670879783419984,3077.6216905118986,155.12837555414606,3.5549790284130554,3.153074593857136,10.87317208563869,149.24382164176262,5392.492155117998,21.58305683265873,24.480879745136562,30069.307031326804
1.536106830228702,190.1015055637938,92.4621842483615,150.83912809976323,62.33252182261902,49.987169183713924,1875.1038089210454,62.27306866638749,3.077991108505635,2.9303991818512696,15.938952974774066,47.59419958163797,4810.767223758631,38.54979712284626,43.24883618347972,3558.0878579945984
-0.9626636134048531,62.68747189166636,100.96230102494711,171.63137065109848,66.92516325164,53.15596388650427,2586.8934909434897,117.99327499190427,3.4106402104902735,3.6894832196731047,9.153940504723137,104.26105119328064,4917.782892310152,24.848930015916313,31.285021885586048,11239.235524759391
2.5883941218291078,201.59305892253514,106.59925278708548,193.1364722267338,68.64950903031924,52.60787256903915,3312.9555429954953,181.13035288897316,3.8840497057211714,3.9161009407413006,7.943641533925325,168.09349835089614,5335.886632713296,16.53600847180273,21.313459310937816,20884.887722164272
-0.6428017394982762,102.94231743133675,105.02910482093596,185.3232082511557,68.12293221327946,53.760399299827824,2948.3868511339524,129.5856669437948,3.230155395142863,3.6878594935297677,9.383745674862935,120.97550288881625,5104.639539720737,27.575647363963625,31.642475433473056,11637.111846122012
0.7557192699041773,136.48155432916587,91.64128627693817,151.46538833801526,63.122697413577875,52.7647884715681,1407.8918782281846,32.27261602857956,2.65126033535486,3.194701940639783,11.238785615420444,16.344780467710493,5524.729287315857,35.54826154697897,39.40054874514799,-3814.2075795228757
-0.8561762268219243,70.43216138480348,96.40997882786841,164.76684180427188,63.22975012543164,57.542572584615264,2215.4952932859537,73.66869117772225,3.3127778164937545,3.1268930609992767,9.325273204811321,74.00097585858543,5723.978843295222,27.236954388301537,32.29210873926892,6050.823353143085
-0.3309372236953009,62.69188030661875,100.43209461880828,178.99967161626833,66.74791962964807,54.03827828268593,2721.723783024903,150.51016439058264,3.3939351142171046,3.21014305029144,7.662129234124247,119.34459033137252,4925.544110674014,29.52743131721943,32.40543141994685,15226.326530083237
1.6933153191917185,141.3622752691724,102.71691321801009,181.32516786424836,66.21057120509658,55.20053122398355,2580.081346600248,103.52741982026834,3.5197006224799114,3.2639763597032867,8.509250262284082,90.25966560065906,5208.668045429911,23.339861336585844,27.632724114542533,13163.285702472656
0.9840970963873987,150.11469493719602,94.36072271088577,160.01845024608147,62.49610471334844,52.499614004779495,1732.8515777575367,49.08896503779408,2.8869032039509044,3.5487920327407956,10.0116389861392,38.46659856507752,5588.745249934538,38.740540537621264,45.363422269367035,5412.174873994062
0.20316858747319344,101.58188939666225,93.35016115058268,164.71498998165018,64.20700815339683,52.29127253701817,2280.885920950898,125.32093816472032,3.5972903449627034,3.3511500593284813,7.858915081932427,108.5742323808091,5228.264662646773,26.972631055553382,36.22404662980156,9592.368806092518
2.917995899591892,271.0355052970683,101.08984421095289,187.75458620964594,67.17947745614708,52.32185229672508,3375.3209995218645,165.32236346523266,3.770143968411545,2.9224076238606873,6.513629706614642,190.92368322509122,5563.545432375367,6.232509870719262,13.350228416261523,22589.564399812563
-0.016887707856798606,90.33526697598231,102.17096080243333,177.97125770020773,65.72785145847985,51.85223506540441,2813.664820677361,126.04615510625182,3.151525588024666,3.0962757200526076,8.396325213961523,93.2401848450413,4703.68020706467,21.487354584600336,25.731327898074642,10192.223166926724
0.8273611555725857,124.45353278322791,102.18878827972718,176.6295541156544,66.95774251732354,55.79278531104115,2612.728043347337,121.91898545304277,3.0364355167581274,3.491401426390894,13.728669024098492,98.52145066290332,5350.164623696074,30.214215060683458,34.026488669368774,17557.885513936853
0.581931579684456,120.85472884532837,102.06339703769511,173.7904224328594,66.46955307929117,54.003396786296335,2449.228239786732,112.80461829185165,3.041834576332815,3.0012548250339255,11.654478289841904,80.93675706768995,5220.014930116752,28.27563169051691,32.75276406636325,12668.824063981385
0.04878583832310568,101.35417191950798,94.53196093788281,161.70674782477883,62.740100604751795,52.795295992391246,2360.330803930166,105.5869162616675,2.9104607875927866,3.129556400020263,12.453842931451476,89.44994261954103,4853.208249969346,33.726273074628764,37.72315320446229,7312.588822390159
0.19458949424448857,106.2431906835901,101.61580151548205,181.1389238264931,68.28527155814783,53.75424534866184,2940.3791444903395,171.97306819174344,3.5876192185720144,2.8565853923022457,6.807007733570225,154.6186908226253,4823.9688115170375,23.31896822588239,28.00833314614794,20765.976693251203
0.5168642830676342,108.71557436358472,98.23024984572554,167.9877775297507,65.02438165214859,53.323052074991175,2120.074790831707,85.5458180350528,3.610437733442746,3.3677139466391233,8.234971175168953,67.83155101466022,5268.16838550994,25.182224092568635,28.733621181227313,6531.1420870552465
0.07355317639977965,89.4087553171195,97.74303759612728,175.5446614695021,64.50719762839319,55.14449255266478,2394.334859842267,125.44521790759465,3.188177936681505,2.9849914553965364,9.000907397001722,124.18827568058614,5040.4361729226175,21.76221940254634,27.205313626586225,12719.325575450383
-0.8302335528882575,93.38793845394278,108.39491269293241,188.37498044768793,69.9142804313327,53.81826450694477,3197.9814622572817,181.17497908114882,3.8778595587795515,3.632164652907012,8.434941728418845,146.62723163387807,4290.665042610842,15.996712136215193,21.963687898393335,20456.11599372531
1.0005605898683276,96.04926102753942,98.54650660515009,173.5935986718233,65.78809875674834,55.50438693360292,2421.5272646866747,94.69840171263445,3.2307131013871544,3.5688416298276318,16.782587045932843,50.24805871036115,4459.973882467554,29.96086457001072,34.01925425436184,7992.852552166741
0.6363158829384563,103.14516894898928,99.65179114941654,176.13206568326376,65.01037583886625,55.56547705674487,2665.980823335997,144.10925894185416,3.208928234688642,3.2440463868315064,9.416985519658459,105.00844509221314,4974.881672416672,33.910736443785,40.58780282189242,13458.779284572109
2.238863929950254,122.47980721871497,94.08089515671531,158.56545108185387,64.44939268486401,48.98029372556707,1902.9548237274166,84.59257157704552,2.890161117360341,3.404211139907076,12.024916048292916,51.677527567270644,5165.835247546425,33.42042310162054,37.9873891972706,5318.208242162183
2.4951696448882164,162.33003731287727,96.26092864984977,174.3076948487708,66.2303188002025,54.09061669560038,2574.5856231132357,132.21758217765478,3.390081114047375,3.641648430942101,9.844684715882494,131.93960380699838,5197.723845610961,19.156004272326552,26.548936007008567,12321.07661192492
0.2534162992289932,133.8467210988609,102.25865722784906,185.9437322319132,68.97706902878805,51.63417460097641,3371.04741956679,183.11121901280166,3.672458669125465,3.6668290586167642,10.654291333724975,177.0304416160558,5482.539951217436,15.024465668792768,21.28348888646439,21560.294404757416
-0.1793548864860569,135.58848415388442,96.78236548463369,169.94258645909372,64.38837383298873,56.56692823768443,2037.311936129143,56.69649418449744,3.0372367793397013,2.9858795222153547,8.757658153202073,68.85856475889634,5547.407665273636,30.169109742696634,36.992682539277084,2569.7809089687307
-0.6054495964052461,141.76275196453466,104.79034483668642,182.45783902002213,67.02483612171918,56.30475893464354,3194.342850603287,141.08425677876792,3.4291044051872035,3.1135395852239647,9.744339568907181,114.91412229878672,5292.569694139082,17.554720308226017,21.57290561512644,15675.471082978183
-1.157578257247974,64.68879770602663,99.37227414738028,183.6234524798868,66.25084772585807,56.48250306863112,3066.4886571811394,165.62259971497602,3.3375889052561214,3.3502865814156877,13.564724580620739,121.44308106472408,4413.690714726999,24.281633747992878,28.02120114705402,16374.62841729824
-0.8728369022240309,84.87712214521136,107.33742628326452,178.46219464382372,65.71197185369552,55.88895599695064,2325.3143442787723,128.6471305571851,3.19501477208475,3.498346126885542,8.874264176347017,62.08373395255788,4621.7071250294375,33.51164551776289,37.60917640013203,10201.807535216089
1.010507064245414,110.82116625124941,93.87486294928824,161.81001320334383,63.93833585547533,54.74689390064107,2196.3444681701676,107.81100763010673,2.80643483660062,3.2119564496557906,13.77794947822675,68.03208382373228,5241.580483406715,36.93237785343021,40.745887607907335,9273.877591117005
0.4495591483190209,212.3200527168338,100.96509376177053,180.13456479165646,65.38539909829535,53.26432748086164,2518.934294909704,144.38622024574644,3.63588108109902,2.7262504100911142,6.726182058622614,119.0633186618014,5770.251849959932,21.607727921960205,27.212674888690664,20032.014190011305
0.5647079342450114,144.64767163015605,106.13860901791038,183.87397398279612,68.92894611789774,54.64697353838487,3201.7150140602703,139.02129142159393,3.501308611363744,3.4947932058043083,11.380179960252901,124.47551171666264,4706.289520766761,20.892786314039668,23.6660905632856,15489.656823965275
2.571691061526602,129.11911436547797,89.23237522292501,157.1868155630995,64.44183197766628,48.83993193074609,2006.0876350584897,108.17451072115439,3.042178642586184,2.9185133274434136,5.399890934561129,136.7702422141901,6075.82110740546,22.035570870316327,30.2001316158773,9963.11068509596
-0.0044297499684714525,97.22457089509464,96.34910147352399,171.92297054115676,65.12908224224392,56.12831812699691,2363.889355789073,107.88582298607022,3.1751958489179524,3.478276787802083,10.319269319465334,99.9703656899959,5266.745162296996,26.41358484210394,31.0016378564643,7965.504856451977
-0.6894594644471271,100.8628819937999,101.05054809695326,178.60830237643873,66.04028217379384,53.79076186121384,2461.6036823322743,108.43087927326495,3.466824190915268,2.9226378062568683,11.450378532783288,72.14660809024511,4539.492024799436,27.080241168266014,32.0136354921288,10172.722121232178
2.1688654751502057,195.29724682043803,95.77677371174927,168.4769693805064,64.08402739233644,53.31046822711452,2095.4993080717645,73.45861311016421,2.92222558378177,3.332120745429342,9.657160651568558,76.89192774691764,6344.491636108184,25.789454407100553,33.897933358944925,6379.379675768644
0.27585008635904007,106.29933794490762,97.50130390088275,178.59514468847667,65.31631489600693,52.10689584734114,2478.3980999185856,105.4432042439182,3.144533045316878,3.4234802249653145,11.68845204563423,80.62579579356878,5050.94920474016,25.20315932453119,32.244960404364306,6237.323971378072
1.5797474024786853,164.7133055824496,100.96467817390995,179.9143484531179,66.66782374978335,53.87672904464509,2822.3284562276876,151.63142513749315,3.392811412439973,3.793386144817732,8.56864053940443,136.49936388726155,5023.53136332925,19.20426402403816,25.188995931685312,14436.863969920534
