v1,v2,,,
valid,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,,
valid,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,,,
valid,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,,,
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,,,
valid,Short But Cute : \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,
valid,Just haven't decided where yet eh ?,,,
valid,"Wat time liao, where still got.",,,
valid,Yes watching footie but worried we're going to blow it - Phil Neville?,,,
valid,I wait 4 Ì_ inside da car park...,,,
valid,Uncle Abbey! Happy New Year. Abiola,,,
valid,Now am free call me pa.,,,
valid,R u saying i should re order the slippers cos i had to pay for returning it.,,,
valid,Stop knowing me so well!,,,
valid,Good evening! this is roger. How are you?,,,
valid,Small problem in auction:)punj now asking tiwary,,,
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
valid,He telling not to tell any one. If so treat for me hi hi hi,,,
valid,My uncles in Atlanta. Wish you guys a great semester.,,,
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,
valid,U coming 2 pick me?,,,
valid,Thats cool. i liked your photos. You are very sexy!,,,
valid,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,,,
valid,"Haha better late than ever, any way I could swing by?",,,
valid,Ok. But i finish at 6.,,,
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",,,
valid,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,,,
valid,So no messages. Had food?,,,
valid,Ok going to sleep. Hope i can meet her.,,,
valid,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
valid,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,,,
valid,You're right I have now that I think about it,,,
valid,Wat r u doing now?,,,
valid,Is ur lecture over?,,,
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,,,
valid,Customer place i will call you,,,
valid,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,,,
valid,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),,,
valid,"Haha I heard that, text me when you're around",,,
valid,I.ll get there tomorrow and send it to you,,,
valid,\SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
valid,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,
valid,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
valid,"Sorry,  in meeting I'll call you later",,,
valid,Yo! Howz u? girls never rang after india. L,,,
valid,Yeah but which is worse for i,,,
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
valid,I tagged MY friends that you seemed to count as YOUR friends.,,,
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
valid,Ok...,,,
valid,Long time. You remember me today.,,,
valid,Havent shopping now lor i juz arrive only,,,
valid,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
valid,Are you up for the challenge? I know i am :),,,
valid,How much did ur hdd casing cost.,,,
valid,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,,,
valid,I can't describe how lucky you are that I'm actually awake by noon,,,
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,,,
valid,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
valid,Cheers for the card ... Is it that time of year already?,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
valid,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
valid,Ugh hopefully the asus ppl dont randomly do a reformat.,,,
valid,"Haven't seen my facebook, huh? Lol!",,,
valid,"Mah b, I'll pick it up tomorrow",,,
valid,Still otside le..u come 2morrow maga..,,,
valid,Do u still have plumbers tape and a wrench we could borrow?,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",,,
valid,It vl bcum more difficult..,,,
spam,UR GOING 2 BAvalidAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bavalidas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,,,
valid,Havent still waitin as usual... ÌÏ come back sch oredi?,,,
valid,In meeting da. I will call you,,,
valid,K k :-):-) then watch some films.,,,
valid,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,
valid,There the size of elephant tablets & u shove um up ur ass!!,,,
valid,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",,,
valid,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
valid,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,,,
valid,Good morning pookie pie! Lol hope I didn't wake u up,,,
valid,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,,,
valid,Happy birthday to you....dear.with lots of love.rakhesh NRI,,,
valid,Howz that persons story,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
valid,X2  &lt;#&gt; . Are you going to get that,,,
valid,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,,,
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,,,
valid,Is ur paper today in e morn or aft?,,,
valid,I will lick up every drop :) are you ready to use your mouth as well?,,,
valid,And you! Will expect you whenever you text! Hope all goes well tomo ,,,
valid,Great. P diddy is my neighbor and comes for toothpaste every morning,,,
valid,"I av a new number,  . Wil u only use this one,ta.",,,
valid,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,,,
valid,7 lor... Change 2 suntec... Wat time u coming?,,,
valid,No de.am seeing in online shop so that i asked.,,,
valid,Just curious because my cuz asked what I was up to,,,
valid,Nice.nice.how is it working?,,,
valid,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,,,
valid,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,,,
valid,She's good. How are you. Where r u working now,,,
valid,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",,,
valid,At home also.,,,
valid,This phone has the weirdest auto correct.,,,
valid,Oops my phone died and I didn't even know. Yeah I like it better.,,,
valid,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,,,
valid,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
valid,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",,,
valid,We got a divorce. Lol. She.s here,,,
valid,What's ur pin?,,,
valid,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",,,
valid,I want snow. It's just freezing and windy.,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,,,
valid,Come to mahal bus stop.. &lt;DECIMAL&gt;,,,
valid,Don know:)this week i'm going to tirunelvai da.,,,
valid,Me too baby! I promise to treat you well! I bet you will take good care of me...,,,
valid,Its like that hotel dusk game i think. You solve puzzles in a area thing,,,
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",,,
valid,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",,,
valid,Well that must be a pain to catch,,,
valid,Sorry da thangam.it's my mistake.,,,
valid,I need... Coz i never go before ,,,
valid,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
valid,Wife.how she knew the time of murder exactly,,,
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
valid,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",,,
valid,No plm i will come da. On the way.,,,
valid,Guess he wants alone time. We could just show up and watch when they do..,,,
valid,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),,,
valid,Yup Ì_ not comin :-(,,,
valid,"Yes, princess. Toledo.",,,
valid,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",,,
valid,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,,,
valid,Good. No swimsuit allowed :),,,
valid,Am okay. Will soon be over. All the best,,,
valid,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd," but watever u shared should be true\""....""",,
valid,Ok i've sent u da latest version of da project.,,,
valid,Good Morning my Dear........... Have a great &amp; successful day.,,,
valid,Pls accept me for one day. Or am begging you change the number.,,,
valid,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,,,
valid,"Its ok, if anybody asks abt me, u tel them..:-P",,,
valid,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",,,
valid,* You gonna ring this weekend or wot?,,,
valid,Also track down any lighters you can find,,,
valid,"Sorry, I can't help you on this.",,,
valid,"Babe, I need your advice",,,
valid,"I‰Û÷ll leave around four, ok?",,,
valid,Come to medical college at 7pm ......forward it da,,,
valid,K:)k..its good:)when are you going?,,,
valid,I can make lasagna for you... vodka...,,,
valid,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,,,
valid,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,,,
valid,"No, but you told me you were going, before you got drunk!",,,
valid,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,,,
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",,,
valid,I'm always looking for an excuse to be in the city.,,,
valid,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,,,
valid,O shore are you takin the bus,,,
valid,So u gonna get deus ex?,,,
valid,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,,,
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",,,
valid,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,,,
valid,Ok then i come n pick u at engin?,,,
valid,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
valid,Raviyog Peripherals bhayandar east,,,
valid,K actually can you guys meet me at the sunoco on howard? It should be right on the way,,,
spam,You have 1 new voicemail. Please call 08719181513.,,,
valid,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",,,
valid,Just finished eating. Got u a plate. NOT leftovers this time.,,,
valid,Thanx a lot...,,,
valid,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,,,
valid,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,,,
valid,Its a great day. Do have yourself a beautiful one.,,,
valid,What happened in interview?,,,
valid,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
valid,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,,,
valid,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,,,
valid,Hey you around? I've got enough for a half + the ten I owe you,,,
valid,Hey tmr maybe can meet you at yck,,,
valid,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,
valid,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,,,
valid,Not to worry. I'm sure you'll get it.,,,
valid,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",,,
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,,,
valid,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,,,
valid,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",,,
valid,Dear good morning how you feeling dear,,,
valid,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,,,
valid,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",,,
valid,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,,,
valid,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,,,
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,,,
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,,,
valid,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
valid,Just do what ever is easier for you,,,
spam,RCT' THNQ Adrian for U text. Rgds Vatian,,,
valid,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,,,
valid,"It'll be tough, but I'll do what I have to",,,
valid,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,,,
valid,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,,,
valid,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,,,
valid,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",,,
valid,But i'm surprised she still can guess right lor...,,,
valid,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,,,
valid,Oh ho. Is this the first time u use these type of words,,,
valid,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,
valid,I know you are serving. I mean what are you doing now.,,,
valid,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",,,
valid,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,,,
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",,,
valid,I know girls always safe and selfish know i got it pa. Thank you. good night.,,,
valid,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",,,
valid,I'm freezing and craving ice. Fml,,,
valid,Kay... Since we are out already ,,,
valid,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,,,
valid,Yo im right by yo work,,,
valid,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,,,
valid,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
valid,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,,,
valid,Nope... Juz off from work...,,,
valid,Huh so fast... Dat means u havent finished painting?,,,
valid, what number do u live at? Is it 11?,,,
valid,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",,,
valid,Sac will score big hundred.he is set batsman:-),,,
valid,Send me yetty's number pls.,,,
valid,How much it will cost approx . Per month.,,,
valid,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,,,
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",,,
valid,"That's fine, have him give me a call if he knows what he wants or has any questions",,,
valid,"Sorry, got a late start, we're on the way",,,
valid,Then u go back urself lor...,,,
valid,I AM AT THE GAS STATION. GO THERE.,,,
valid,"K, if u bored up just come to my home..",,,
valid,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,,,
valid,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",,,
valid,Still i have not checked it da. . .,,,
valid,You will go to walmart. I.ll stay.,,,
valid,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",,,
valid,Oh great. I.ll disturb him more so that we can talk.,,,
valid,Reverse is cheating. That is not mathematics.,,,
valid,U're welcome... Caught u using broken english again...,,,
valid,No problem baby. Is this is a good time to talk? I called and left a message.,,,
valid,"Sorry, I'll call later",,,
valid,Oh is it! Which brand?,,,
valid,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,
valid,At what time are you coming.,,,
valid,Call him and say you not coming today ok and tell them not to fool me like this ok,,,
valid,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,,,
valid,R u sure they'll understand that! Wine * good idea just had a slurp!,,,
valid,Minimum walk is 3miles a day.,,,
valid,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,,,
valid,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",,,
valid,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,,,
valid,Please attend the phone:),,,
valid,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,,,
valid,No messages on her phone. I'm holding it now,,,
valid,Can... I'm free...,,,
valid,"Yo my trip got postponed, you still stocked up?",,,
valid,"Sorry, I'll call later",,,
valid,I am waiting for your call sir.,,,
valid,Hey what are you doing. Y no reply pa..,,,
valid,"Hey elaine, is today's meeting still on?",,,
valid,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,,,
valid,Most of the tiime when i don't let you hug me it's so i don't break into tears.,,,
valid,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
valid,And now electricity just went out fml.,,,
valid,"Looks like you found something to do other than smoke, great job!",,,
valid,Also andros ice etc etc,,,
valid,:) ,,,
valid,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",,,
valid,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,,,
valid,Hows that watch resizing,,,
valid,Dear umma she called me now :-),,,
valid,Just finished. Missing you plenty,,,
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",,,
valid,"Well, I meant as opposed to my drunken night of before",,,
valid,K... Must book a not huh? so going for yoga basic on sunday?,,,
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,,,
valid,Ok can...,,,
valid,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",,,
valid,So u workin overtime nigpun?,,,
valid,Same as kallis dismissial in 2nd test:-).,,,
valid,O. Guess they both got screwd,,,
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,,,
valid,"I'm in a meeting, call me later at",,,
valid,What r u cooking me for dinner?,,,
valid,Ok thanx...,,,
valid,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,,,
valid,Then i buy.,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,,,
valid,Heehee that was so funny tho,,,
valid,It only does simple arithmetic not percentages.,,,
valid,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",,,
valid,Thanks honey. Have a great day.,,,
valid,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,
valid,Good night my dear.. Sleepwell&amp;Take care,,,
valid,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,,,
valid,"Jus chillaxin, what up",,,
valid,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",,,
valid,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,,,
valid,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",,,
valid,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,
valid,Only once then after ill obey all yours.,,,
valid,No she didnt. I will search online and let you know.,,,
valid,Where do you need to go to get it?,,,
valid,No pic. Please re-send.,,,
valid,He remains a bro amongst bros,,,
valid,Uhhhhrmm isnt having tb test bad when youre sick,,,
valid,But i haf enuff space got like 4 mb...,,,
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,,,
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",,,
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,,,
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,,,
valid,True. Its easier with her here.,,,
valid,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,
valid,Haha okay... Today weekend leh... ,,,
valid,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,
valid,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,,,
valid,You've always been the brainy one.,,,
valid,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
valid,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",,,
valid,Sending you greetings of joy and happiness. Do have a gr8 evening,,,
valid,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",,,
valid,If india win or level series means this is record:),,,
valid,Then what about further plan?,,,
valid,Its good to hear from you,,,
valid,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",,,
valid,What time you thinkin of goin?,,,
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,,,
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,,,
valid,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,,,
valid,Yes but I don't care cause I know its there!,,,
valid,"wiskey Brandy Rum Gin Beer Vodka Scotch Svalidpain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",,,
valid,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",,,
valid,Sitting ard nothing to do lor. U leh busy w work?,,,
valid,Its  &lt;#&gt; k here oh. Should i send home for sale.,,,
valid,Sorry. || mail? || ,,,
valid,Ya just telling abt tht incident..,,,
valid,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,,,
valid,Ugh just got outta class,,,
valid,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very cvalidplaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",,,
valid,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
valid,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,,
